Título,Texto,Clase
La cabaña [HORROR],"🎁 ¡Únete a nuestro grupo para recibir ventajas en el juego!
https://www.roblox.com/groups/7549191 (en inglés)

Después de la misteriosa muerte de tu abuelo que había ocurrido en su vieja cabaña de madera, decides explorar la cabaña premeditada escondida en el denso bosque, revelando una escalofriante historia de eventos sobrenaturales y los oscuros secretos de lo que le pasó a tu abuelo.

🎮 [Características del juego]
¡Actualmente hay 2 capítulos! (La cabaña y la torre de guardia)
¡Modo pesadilla para las personas que quieren un desafío más grande!
¡Completa el juego 2 veces para obtener un artículo de pase de juego GRATIS!

🤝 ¡Este juego es multijugador y puede ser jugado por hasta 4 jugadores a la vez!
Este juego puede ser un poco difícil para los nuevos jugadores, se recomienda jugar con amigos u otras personas.

👍 ¡Apoya dejándonos likes!

🛒 Echa un vistazo a la tienda para obtener artículos divertidos con los que trollear a tus amigos

🛠️ El juego todavía está en las primeras etapas. Por favor, reporta errores.",Violento
La Casa de Enfermería,"¡La Casa de Enfermería es una experiencia interactiva de casa de retiro similar a un hospital, pero para las personas mayores! ¡Cuida de las personas mayores y disfruta de minijuegos como bingo y carreras de sillas de ruedas! ¡Ven y únete a la diversión y asegúrate de dar tu opinión sobre tu experiencia!

❗ ¡Únete al grupo para obtener un patinete gratis y otras ventajas!

👩‍⚕️ Cuida de pacientes mayores
🎮 Juega bingo y otros minijuegos
👶 Sé un nieto y molesta al abuelo
👵 Personaliza tu personaje para que luzca como una abuela

🏆 ¡Presiona el botón de seguir para obtener información sobre nuevas actualizaciones! Si estás en un teléfono o tableta, toca •••, ¡y luego presiona seguir!

👍 ¡Asegúrate de darle me gusta al juego para apoyar futuras actualizaciones!",Apropiado
La Colmena,"Capacidad: 5700
Etiquetas: Fútbol, Fútbol, Deportes en Equipo, TPS, MPS, Futbol, Touch Football, Ultras, Pyro, Stewards, Non League, Touch",Apropiado
la cueva de sangre,por el icono klark design and creator ########### administrador es klark-,Violento
La era de los vikingos | COMBAT DEMO,"Lucha contra tus enemigos con hachas, espadas y machetes, desafía a tus enemigos en un solo combate y emerge victorioso.

¡Sube de nivel tus habilidades, recoge grandes riquezas, realiza grandes hazañas y misiones, y canta en el Gran Salón con tus compañeros vikingos!

◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙

❗Este es un lanzamiento de ACCESO ANTICIPADO. Es posible que encuentres errores de vez en cuando mientras actualizamos activamente este juego.

👍 ¡GRAN ACTUALIZACIÓN A LOS 3000 ME GUSTA!

⭐ ¡Echa un vistazo a nuestros servidores para participar en esta comunidad medieval y sumérgete en enormes batallas comunitarias con cientos de jugadores!

⚔️ ¡Únete al grupo Age of Vikings y recibe un Waraxe al unirte al juego!

◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙

🖥️ CONTROLES 🎮
Clic izquierdo = Ataque
Clic derecho = Bloquear (Mantener presionado)
G = Inventario
M = Mapa
Z = Bloqueado
F = Patear
R = Rodar
T = Provocación
P = Modo Cinemático
M2 + E = Golpe de Escudo
B = Solicitar Duelo",Violento
La Experiencia de la Tienda de Donuts 🍩,"¡LIKE + FAVORITO para una pistola de juguete GRATIS en el juego! 🔫
[ 🎁 ] Completa el juego 2x para obtener un artículo de gamepass GRATUITO!

Después de una serie de eventos desafortunados, te encuentras trabajando en el turno nocturno en una tienda de donuts local ubicada en la Ruta 66, que acaba de abrir de nuevo después de quemarse... ¿sobrevivirás al turno nocturno...?

¿Puedes sobrevivir al Monstruo... o serás la última víctima de su venganza? 🍩
¡Hay 3 finales en este juego, trata de obtenerlos todos! [Vivo, Quemado, Demasiado Lento]

¡Echa un vistazo a la tienda en busca de artículos PERMANENTES!

Créditos:
Retticc - Scripting de juego
Saefire - Arte del Juego de Personajes

Similar a: Experiencia Nightshift, Experiencia Gasolinera, Experiencia Solo en Casa, La Experiencia de Caza de Fantasmas, La Experiencia Pizzería, La Experiencia del Crucero, Grito de Hielo, Amapola, Tiempo de Juego de la Amapola, Tiempo de Diversión, Catnap, Mímico, La Cabaña, Criaturas, Horror, Miedo, Juegos de Experiencia, Juego de Horror Fácil",Apropiado
La experiencia de pasar la noche 🛌,"[NUEVO!] The Sleepover Experience 🛌

Visitas a tu amigo Jake para pasar la noche. ¿Sabías que un tío secuestrador vaga por el vecindario?

¡ME GUSTA 👍 + FAVORITE ⭐ el juego para la Parte 2!

🔥 ¡Echa un vistazo a la tienda para *INFINITE* cool items! 🔥

Similar a: Nightshift Experience, Gas Station Experience, Home Alone Experience, The Plane Experience, The Ghost Hunting Experience, The Pizzeria Experience, The Daycare Experience, The Cruise Ship Experience, Christmas Experience, Ice Cream, Ice Scream, Train Experience, Santa's Workshop Experience, Zoo Experience",Apropiado
la fábrica de quesos,Quesos,Violento
la gran aventura de yoyoitsmesons (nuevos accidentes),"Hice nuevos accidentes en este juego
¿Puedes llegar hasta el final?",Violento
La guerra esta en tu sangre 2 [Beta Version],La version 2 en beta de el juego la guerra esta en tu sangre hay 2 armas escondidas en el mapa son las que mas daño haran si las encutras bien pronto se añadiran gamepass como el vip que incluira arma laser titulo de chat entre otras cosas,Violento
La Hora de Sangre. (BETA),"En The Blood Hour, te encuentras atrapado en un oscuro bosque con una criatura aterradora conocida como el Rake en tu rastro. Tu único objetivo es sobrevivir la noche. Usa tu linterna para navegar a través de las sombras y mantén presionado Shift para correr cuando el peligro se acerque demasiado.

Características:

Mantén presionado Shift para correr y escapar del Rake.
Presiona F para encender tu linterna e iluminar tu camino.

Créditos:

Desarrollado por Cbm16TheGamer y 333VII, Rake Survival desafía tu coraje y pensamiento rápido. ¿Puedes sobrevivir al Rake y llegar al amanecer?",Violento
la ionosfera,la ionosfera,Violento
La Leyenda de la Espada de Hueso RPG,"Actualización: ¡Estamos trabajando en una renovación!
Embárcate en un peligroso viaje para reclamar tu patria de las garras malvadas del Señor de los Huesos. ¿Serás capaz de derrotarlo?

La versión antigua y clásica - https:// www.roblox.com/games/6536023653/",Violento
La leyenda del pez volador | El IOS de TomThom se bloquea,"¡Este es un juego de TomThom! ¡Es iOS Crash Game!_x000D_
_x000D_
¡¡¡El éxito ha vuelto!!!_x000D_
_x000D_
¡La leyenda del K_Fish volador!_x000D_
_x000D_
¡El juego antiguo se actualizó para ESE!_x000D_
_x000D_
¡¡¡ESPERO QUE LES GUSTE!!!_x000D_
_x000D_
Visita mi canal: Roblox and Friends Productions:)",Violento
La Linterna de la Luna de Sangre,"--El faro fue hecho en un juego llamado Little Islands. --
_x000D_
Situado en una isla en uno de los muchos fiordos del norte, con gracia se sienta la linterna de la Luna de Sangre
_x000D_
Modelado para gráficos más altos y no recomendado por las PC de gama baja",Violento
la liverta de sangre,muerte de sangre porque te matan o reinicias no pueden correr tienen armas y una jaula deun noob sangriento el te mata :o sabes de que livertad de sangre de diversion,Violento
La locura de los monos,"🚀 USA EL CÓDIGO DE LANZAMIENTO 🚀

¡ACTUALIZACIONES IMPORTANTES CADA SÁBADO!

En Monkey Madness podrás:
🏛 ENTRAR EN LA ARENA Y LUCHAR POR LOS PLÁTANOS
🐵 DESBLOQUEA 8 NUEVOS MONOS CON DIFERENTES ESTADÍSTICAS
📈 SUBE DE NIVEL Y DESARROLLA TU ESTILO DE JUEGO
🕺 FLEXIONA A TUS AMIGOS CON EMOTES Y COSMÉTICOS
🥇 RENACIMIENTO PARA RECLAMAR UN MONO DE ORO (¡RARO!)

🔑 PASE TEMPORADA 1 🔑
- 40 NIVELES
- MÁS DE 100 ARTÍCULOS PARA RECLAMAR

Etiquetas: Lucha, Bananas, Battlepass, Actualización,

Desarrollado por WKey Studios.",Violento
La Mansión HORROR,"El lado retorcido de La Mansión del Terror.

_x000D_
En su mayoría llegan los asesinos inquietantes.",Violento
La noche de los criptos,"¡NUEVA ACTUALIZACIÓN!
Añadido - ¡Perro ansioso, puesto de donación de pepitas!
¡El mapa es aún más grande ahora!
¡Este juego está inspirado en las criaturas de Trevor Henderson!

¡Créditos a THEALT y KingOfSIing por ayudarme a crear este juego!",Violento
La Pijamada 😴,"¿Quién no disfruta de una divertida fiesta de dormir con amigos? Eso es... hasta que algo sale mal.


🎁 ¡Únete al grupo de ChainLemonade Studios para obtener un PREMIO gratis en el juego! 🎁

🔊 ¡Juega con el sonido para la mejor experiencia! 🔊


Etiquetas: Next Door, Story, Break in, Roblox, Hello Neighbor, Hello Neighbour, Horror, Best game, Event, Original, piggy, games, Roleplay, fun easy admin obby escape parkour obstacle course colorful cotton, Obby, Parkour, Obstacle Course, Parkour, Parkour Obby, Rainbow, Parkour, Easy, Easy Obby, Colorful, Rainbow, Parkour, Obby, Fun, Easy, RTHRO, bobux, bruh, fun obby, oby, arcoiris, long, super, very, easy, fun, mega, noob, lava, brumps, jumping, anime, ballon, gacha, building, gime, carrito, carritos, rush, rush, rush, carritos, rush, rush, rush, rush, rush",Apropiado
la pila de sangre [ya se está desarrollando por ahora...],"[advertencia de sangre] Este juego es un juego PVP

si hay algún problema avísame

Realmente me gustaría agregar una actualización de 10k y realmente quiero agregar mucho. Pero llevará mucho tiempo porque este juego nunca mostré realmente este cuidado del juego. Y es uno de mis juegos favoritos que hice. Quiero arreglar el mapa. Quiero agregar nuevas armas que tengo algunas que hice pero necesito arreglarlas un poco, funcionan solo que necesito arreglar un poco más sobre ellas. Y me gustaría agregar un rol de policía que sería divertido. Y ejecutar animaciones para las armas que estoy tratando de hacer eso, pero no está funcionando. Realmente no sé mucho sobre el scripting, sé algunos, pero no soy tan bueno en eso si alguien sabe que puede enseñarme. Quiero agregar mucho. Quiero hacer este gran juego",Violento
La prueba de la hora de la sangre del rastrillo [ACTUALIZACIÓN DE HALLOWEEN],"ADVERTENCIA: ESTE JUEGO CONTIENE LUCES PARPADEANTES, PANTALLAS TEMBLOROSAS Y FUERTE

NOTA:

APAGADO = ACTUALIZACIÓN

¡The Rake Blood Hour Test es un juego en el que puedes intimidar al rastrillo y obtener modos increíbles!

Los créditos se han movido en el juego

¡Comprueba las insignias para todos los modos!

Registro de actualización (también movido en el juego)",Violento
La réplica,Visita The Met. Entra en el metaverso. Algo emocionante está pasando en el Metropolitan Museum of Art en Nueva York ... 5.000 años de arte cobran vida.,Apropiado
La Sangre de un Mosquete,Probando mosquete,Violento
la sangre está en el baño,"Un simulador de caminar que tiene lugar dentro de los backrooms.

Si no tienes cuidado y no te desenvuelves de la realidad en las áreas equivocadas, terminarás en los Backrooms, donde no hay nada más que el olor de la vieja alfombra húmeda, la locura del mono-amarillo y el ruido de fondo infinito de las luces fluorescentes a un zumbido máximo, y aproximadamente 600000000 millas cuadradas de habitaciones vacías segmentadas aleatoriamente en las que estar atrapado.",Violento
La sangre real maldita (BETA),¡Este juego no tiene historia! ¡Esta es la versión beta! El capítulo I no se puede jugar. El capítulo I viene pronto. Mantente atento...,Violento
La Sangre Todavía Funciona Iglesia de Roblox,"¡Bienvenido a nuestra iglesia! ¡Te damos la bienvenida con gran respeto!

_x000D_
¡Únete a nuestro servidor de Comunicaciones! 

_x000D_
Recuerda leer gritos de grupo para horarios de servicio. ¡Disfruta tu tiempo aquí! 

_x000D_
La Sangre Todavía Funciona",Violento
La Teoría de la Sangre,Explora un hospital aterrador solo o con hasta 4 personas. Haz tu mejor esfuerzo para escapar del hospital con vida.,Violento
La tienda de mascotas más pequeña: Caja de juguetes (Hiatus 2),"este juego es fan-made
 
este es un juego de LPS mal hecho que me divertí haciendo. este juego muestra los juguetes de la vida real de LPS.


las actualizaciones son más lentas ahora debido a los obstáculos de la vida real


tienda de mascotas, lps popular, lps",Apropiado
La tierra de los deportes,"Has entrado en la tierra de los deportes, una arena virtual para los buscadores de aventuras competitivas. Explore la diversión y equípese con nuevos equipos deportivos en la vida real. _x000D_
_x000D_
🎮 Actualizaciones del juego:_x000D_
Para todas las actualizaciones del juego, ¡únete a la comunidad! (enlace a continuación)_x000D_
_x000D_
¡Nota!_x000D_
Hackear el juego resultará en una prohibición automática. Las ganancias están limitadas a una ganancia por cuenta._x000D_
_x000D_
Juegos en su interior:_x000D_
🏃 RUN: juego multijugador para que lo pruebes con tus amigos. Prepárate, listo: corre por la pista de obstáculos e intenta cruzar la línea de meta más rápido que tu oponente. _x000D_
🦈 PARKOUR: Una emocionante carrera de punto A a punto B. Pon a prueba tu coordinación y tus habilidades de salto sobre una piscina llena de tiburones. ¡Parkour!_x000D_
_x000D_
📢 Nuevos anuncios de juegos en las redes sociales de Sport Land: síguenos y sé el primero en entrenar para la próxima carrera._x000D_
_x000D_
🏆 Los ganadores reciben tarjetas regalo de Sport Land (canjeables en el sitio web oficial):_x000D_
1er lugar — 150 EUR_x000D_
2.º puesto: 100 EUR_x000D_
3er lugar — 50 EUR_x000D_
_x000D_
¡Buena suerte en la arena!",Apropiado
La Torre de los Retardos,¿Tu hijo está atrasado de nuevo? ¡Destruye esta torre! Buena suerte. 햅P햅P삐P삐P,Violento
La Torre de los Tontos (24.1M),"Creador: sbm1302
¡Aún no está terminado!",Violento
La Torre Desaparecedora,"¿Puedes llegar a la cima de la torre antes de que desaparezca por completo?

Torre de las Torres del Infierno de Juke (por ObrenTune).",Violento
La Torre Desapareciente [Rainbow],"[Colores 5]

Cinco colores 🎨

Gracias por jugar ❤
Muy bien, pulsa mucho.

ACTUALIZACIÓN:

- Se ha corregido la dificultad de la bobina de salto 🛠
- Mostrar la bobina de velocidad para obtener la bobina de salto 🛠
LUCES ENCENDIDAS 🛠
SUBIR 🛠",Violento
La última esperanza de The Rake (actualización de Shop+Blood Hour),"Este es un juego de rake: tratar de sobrevivir, buscar puntos, comprar armas para dañar al rake, correr, esconderlo o golpearlo, ¿hacer un plan y derrotarlo?_x000D_
Todo el juego ha sido renovado_x000D_
-Nueva actualización_x000D_
¿Qué hay de nuevo?_x000D_
-Hora de sangre_x000D_
-Tienda con +12 artículos_x000D_
-Nuevo mapa_x000D_
-Errores corregidos_x000D_
-Todos los artículos tienen presentación (IU)_x000D_
Eso es todo por ahora.._x000D_
Propietarios: Sonicisban y Cooldude_301",Violento
La última sangre,"ÚLTIMA SANGRE, ¡el fin del Combate y la Arena! Shift para ejecutar Shift + C para cámara libre ADVERTENCIA: ESTE JUEGO NO ES VIOLENTO, EL TÍTULO DEL JUEGO REPRESENTA UN JUEGO DE LUCHA.


PARA TODOS Área VIP en progreso

Este juego no contiene sangre, el título se me ocurrió porque sí.",Violento
La Venganza de Bou [HORROR],"ME GUSTA 👍 + FAVORITO ⭐ para una pistola de juguete GRATIS en el juego 🔫

¡Empieza a cuidar de tu amigo BOU! Es un alien a quien le gusta la atención.

Este juego está inspirado en la venganza del juego de terror bou hecho por rudy games, inspirado por pou.

Este juego es compatible con multijugador y se recomienda jugar con más personas.

Echa un vistazo a los artículos dentro de la tienda para trollear a tus amigos",Violento
